Year,SERIES,UNIT_MEASURE,Spol,Vrsta vještina,Godine,Stepen urbanizacije,Value
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,65.6
2022,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,70.6
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,69.3
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,70.9
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,65.9
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,68.0
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,66.6
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,66.6
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,69.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,73.7
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,65.5
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,62.9
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,70.1
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,65.2
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Sva područja,69.5
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,72.2
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,65.5
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,64.4
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,66.8
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,65.9
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,64.9
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,70.7
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,64.8
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,67.1
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,65.1
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,65.1
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,63.2
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,73.7
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,66.8
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,61.7
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,68.7
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,66.8
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Ruralno,66.5
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,72.4
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,65.7
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,67.0
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,70.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,65.3
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,75.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,71.2
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,66.9
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,69.1
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,68.6
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,67.2
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,76.5
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,73.6
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,64.2
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,64.5
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,71.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,63.1
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,Svi dobni rasponi ili nema podjele po godinama,Urbano,73.6
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Sva područja,22.3
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Sva područja,31.2
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Sva područja,40.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Sva područja,19.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Sva područja,28.5
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Sva područja,38.9
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Sva područja,25.0
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Sva područja,34.4
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Sva područja,41.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Ruralno,18.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Ruralno,29.5
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Ruralno,35.6
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Ruralno,15.0
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Ruralno,25.4
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",Svi dobni rasponi ili nema podjele po godinama,Ruralno,34.5
